ID,ROUND,MONTH,WEEKDAY,LANG,D1,D6_1,D6_2A,D6_2B,Q1_1,Q1_2,Q1_3,Q1_4,Q1_5,Q1_6,Q1_7,QA1,QA2A,QA3A,QA2B,QA3B,QA2C,QA22,QA4,QA6A_1,QA7A_1,QA7AI_1,QA7AII_1,QA8A_1,QA8AI_1,QA6A_2,QA7A_2,QA7AI_2,QA7AII_2,QA8A_2,QA8AI_2,QA6A_3,QA7A_3,QA7AI_3,QA7AII_3,QA8A_3,QA8AI_3,QA6A_4,QA7A_4,QA7AI_4,QA7AII_4,QA8A_4,QA8AI_4,QA6A_5,QA7A_5,QA7AI_5,QA7AII_5,QA8A_5,QA8AI_5,QA6A_6,QA7A_6,QA7AI_6,QA7AII_6,QA8A_6,QA8AI_6,QA6A_7,QA7A_7,QA7AI_7,QA7AII_7,QA8A_7,QA8AI_7,QA6A_8,QA7A_8,QA7AI_8,QA7AII_8,QA8A_8,QA8AI_8,QB1_1,QB4_1,QB1_2,QB4_2,QB1_3,QB4_3,QB1_4,QB4_4,QB1_5,QB4_5,QB1_6,QB4_6,QB1_7,QB4_7,QB1_8,QB4_8,QC1_1,QC1_2,QC1_3,QC1_4,QC1_5,QC1_6,QC1_8,QC1_10,QC3_1,QC5_1,QC3_2,QC5_2,QC3_3,QC5_3,QC6_3,QC3_4,QC5_4,QC6_4,QC3_5,QC5_5,QC3_6,QC5_6,QC3_8,QC5_8,QC6_8,QC3_10,QC5_10,QC6_10,QQ1A_1,QQ1A_2,QQ1A_3,QQ1A_4,QQ1A_5,QQ1B,QQ1D,QQ11D,QQ2,QQ11A,QQ3,QQ3A,QQ13A_1,QQ13A_2,QQ13A_3,QQ13A_4,QQ13A_5,QQ13A_6,QQ13A_7,QQ13A_8,QQ13A_9,QQ13A_10,QQ13A_11,QQ13B_1,QQ13B_2,QQ13B_3,QQ13B_4,QQ13B_5,QQ13B_6,QQ13B_7,QQ13B_8,QQ13B_9,QQ13B_10,QQ19A,Q19C_1,Q19C_2,Q19C_3,Q19C_4,Q19C_5,Q19C_6,Q19C_7,Q19C_8,Q19C_9,QQ19B,QQ4C,QQ8,QQ9,QQ10,D10_1,D10_2,D10_3,D10_4,D10_5,D10_6,D10_7,D10_8,D8,D13a,D13b,QA5A_1,QA5A_2,QA5A_3,QA5A_4,QA5A_5,QA5A_6,QA5A_7,QA5A_8,QB3_1,QB3_2,QB3_3,QB3_4,QB3_5,QB3_6,QB3_7,QB3_8,QC2_1,QC2_2,QC2_3,QC2_4,QC2_5,QC2_6,QC2_8,QC2_10,COUNTRY,EDUCATION,AGE,INCOME,HHSIZE,DEPCHILDREN,URBAN,Gross_weight,D3_AT,D3_BE,D3_EE,D3_ES,D3_GR,D3_FI,D3_FR,D3_IE,D3_IT,D3_LT,D3_LU,D3_LV,D3_PT,D3_SI,D3_SK,D3_CY,D3_MT
15670_2_9_1,1,11,5,27,2,2,7,,0,0,0,0,0,0,0,2,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,0,0,0,1,3,4,3,4,2,4,1,2,4,2,,,,,,,,2,4,1,1,1,0,0,0,,1,3,2,999999,2,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,3,,,,,,,,,,3,3,1,0,,1,1,1,1,0,0,0,0,1,,,,,,,,,,,,,,,,,,,590,15,18,25,,,,25,FI,3,3,2,2,0,1,661.6919742,,,,,,2,,,,,,,,,,,
15675_2_9_1,1,11,5,27,2,2,7,,0,0,1,0,0,0,1,93,,,,,,,93,1,2,2,,,1,1,2,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,1,999997,,,,,,,,,,,,,,1,1,1,1,0,1,0,1,,,3,4,3,4,2,3,4,2,,,1,4,,,,3,4,2,1,1,0,0,0,,1,1,2,5,2,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1,0,0,0,0,0,4,0,0,0,0,0,1,0,0,0,2,3,1,1,2,1,1,0,1,0,1,0,0,1,,,36.4,10.7,,,,,,,49.5,,,,,,,,,34.5,157,80,,40,,470,FI,2,8,5,1,,0,1612.48668,,,,,,3,,,,,,,,,,,
15681_2_9_1,1,11,5,27,1,2,4,,0,0,1,0,0,0,1,1,,,,,,,999999,1,2,2,,,1,1,2,2,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,1,999997,,,,,,,,,,,,,,1,1,0,0,0,1,0,1,3,4,3,4,,,,,,,,,2,4,,,,3,4,2,1,1,0,0,0,,1,1,2,2,2,1,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,5,1,0,0,1,0,1,0,0,0,2,2,1,0,,1,1,1,1,0,0,0,0,1,,,15.82,4.55,,,,,,,6.8,,,,,,,,457.98,18.89,,,,8.99,,20,FI,3,4,2,4,3,0,1869.323724,,,,,,1,,,,,,,,,,,
15687_2_9_1,1,11,5,27,1,2,6,,0,0,0,0,0,0,0,1,,,,,,,999996,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,0,0,0,0,0,1,3,4,3,3,,,,,,,,,,,,,,2,4,2,1,1,1,0,0,3,4,,1,1,2,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,3,,,,,,,,,,3,2,1,0,,1,1,0,1,0,0,0,0,1,,,,,,,,,,,,,,,,,,,715.78,42.2,,,,,,23.29,FI,2,6,2,5,4,0,2385.14889,,,,,,4,,,,,,,,,,,
15700_2_9_1,1,11,5,27,1,3,,4,1,0,1,0,0,0,0,35,40,1,999997,,,,999996,2,2,2,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,1,0,1,0,1,,,2,4,2,2,2,2,4,2,,,2,4,,,,3,4,2,1,1,0,0,0,,1,3,1,4,2,1,1,0,1,0,0,1,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,4,0,0,0,1,1,1,0,0,0,2,2,1,0,,0,1,1,1,0,1,0,0,1,,,37.4,,,,,,,,,,,,,,,,,73.32,395,58.3,,11.99,,850,FI,2,9,5,1,,0,1999.791307,,,,,,1,,,,,,,,,,,
15703_2_9_1,1,11,5,27,2,2,6,,0,0,0,0,0,0,1,5,,,,,,,999996,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,1,999997,,,,,,,,,,,,,,1,0,1,1,0,1,0,0,3,4,,,3,3,1,3,4,1,,,3,1,,,,,,,1,1,0,0,0,,1,3,3,5,2,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0,0,0,0,0,3,,,,,,,,,,2,3,1,0,,1,0,0,1,0,1,0,0,1,,,,,,,,,,,9.99,,,,,,,,510,,12.35,10,,8,,,FI,3,7,4,2,1,0,482.1002178,,,,,,1,,,,,,,,,,,
15706_2_9_1,1,11,5,27,2,2,6,,0,0,1,0,0,1,1,155,,,,,,,999996,14,1,,,0,,2,2,2,,,1,4,2,1,,,0,4,2,1,,,1,4,1,,,1,,6,1,,,1,,9,2,2,,,0,,,,,,,4,1,999997,,,,,,,,,,,,,,1,1,1,1,1,0,0,1,2,4,3,4,3,4,1,,,,999999,6,,,,,,3,4,3,1,1,0,0,0,,1,999999,2,1,1,,0,0,1,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,5,1,1,0,0,0,0,0,0,0,2,1,2,1,3,1,1,1,1,0,0,0,0,1,,,4,35,55,100,7.5,9.5,1,,20,,,,,,,,350,90,400,,196.93,,,20,FI,2,4,4,5,3,1,1784.23908,,,,,,3,,,,,,,,,,,
1570_2_9_2,2,3,4,27,2,2,5,,0,0,1,0,0,1,1,4,,,,,,,2,1,2,2,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,4,999997,,,,,,,,,,,,,,1,1,1,1,0,1,1,1,,,3,3,3,6,1,3,4,1,,,1,4,,,,2,4,2,1,1,0,0,0,,1,999999,1,4,1,,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4,0,0,1,0,0,0,0,0,0,5,1,1,1,1,1,1,1,1,0,0,0,0,1,,,8.36,,,,,,,,1,,,,,,,,,136.83,257,150,,9.9,,25.38,FI,2,3,4,3,2,1,1414.519319,,,,,,1,,,,,,,,,,,
15711_2_9_1,1,11,5,27,1,2,7,,0,0,1,0,0,1,1,91,,,,,,,56,1,1,,,1,,14,1,,,0,,999999,5,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,6,999997,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,1,1,0,0,0,,3,,1,5,3,1,0,0,0,0,1,1,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,4,0,1,0,1,1,0,0,0,0,1,1,1,0,,0,0,0,1,0,0,0,0,1,,,25,10,20,,,,,,20,,,,,,,,,,,,,,,,FI,2,9,2,2,0,1,490.1322318,,,,,,1,,,,,,,,,,,
15716_2_9_1,1,11,5,27,2,3,,4,0,0,1,0,0,1,0,79,,,,,,,999996,14,1,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,0,0,0,0,0,0,2,4,3,6,,,,,,,,,,,,,,,,,1,1,0,0,0,,2,,1,5,2,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,3,,,,,,,,,,6,1,1,1,2,1,0,1,1,0,1,0,0,1,,,20,,,,,,,,,,,,,,,,797.54,232.82,,,,,,,FI,3,3,5,1,,0,1334.879271,,,,,,1,,,,,,,,,,,
15717_2_9_1,1,11,5,27,1,2,7,,0,1,1,0,0,1,0,113,,,,,,0,999996,14,1,,,0,,5,2,2,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,0,1,1,0,999999,2,4,,,,,,,,,3,4,2,4,,,,,,,0,1,0,0,0,,3,,2,1,2,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,5,0,0,0,0,0,1,0,0,0,3,2,1,1,2,1,0,0,1,0,1,0,0,1,,,50,20.7,,,,,,,,,,,,,,,325,,,,520,10,,,FI,1,2,3,2,0,0,1786.035152,,,,,,1,,,,,,,,,,,
15724_2_9_1,1,11,5,27,1,3,,4,0,0,1,0,0,0,0,88,,,,,,,31,10,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,0,0,0,0,1,3,4,,,,,,,,,,,,,,,,3,4,2,1,1,0,0,0,,1,999999,3,5,3,1,1,0,1,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,4,0,1,0,1,0,1,0,0,0,2,2,1,0,,1,1,1,1,0,1,0,0,1,,,50,,,,,,,,,,,,,,,,256.78,,,,,,,50,FI,1,12,3,1,,1,519.8339879,,,,,,3,,,,,,,,,,,
15743_2_9_1,1,11,5,27,2,3,,3,0,0,1,0,0,1,1,10,,,,,,,999996,14,1,,,0,,14,1,,,0,,1,2,2,,,1,14,3,,17,,0,,,,,,,,,,,,,,,,,,,,,,,,,3,1,999997,,,,,,,,,,,,,,1,1,0,1,0,0,0,1,3,4,3,4,,,,3,4,1,,,,,,,,3,4,1,1,1,0,0,0,,1,3,2,5,1,,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,,,,,,,,,,3,1,1,999998,,1,1,0,1,1,0,0,0,1,,,6,4,15.9,7,,,,,15,,,,,,,,725,23,,62,,,,132,FI,2,4,3,5,3,0,1720.641823,,,,,,4,,,,,,,,,,,
1574_2_9_1,1,10,6,27,1,3,,4,1,0,1,0,0,0,0,0,60,1,999997,,,,999996,2,1,,,1,,1,2,2,,,1,1,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,1,0,0,0,0,3,4,,,2,3,1,3,4,1,,,,,,,,,,,1,1,0,0,0,,3,,1,5,2,1,1,0,1,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,5,0,1,0,1,0,0,0,0,0,3,2,1,0,,1,0,0,1,0,0,0,0,1,,,17,15.6,11.3,,,,,,,,,,,,,,410,,33.23,53.39,,,,,FI,2,10,3,2,0,0,1019.364152,,,,,,4,,,,,,,,,,,
15770_2_9_1,1,11,5,27,1,1,,,0,0,1,0,0,0,1,50,,,,,,,999996,4,2,2,,,1,1,2,2,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,1,999997,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,2,4,,,3,1,2,,,,3,3,3,3,,,,2,4,1,1,1,0,0,0,,1,1,2,2,2,2,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,2,,,,,,,,,,1,2,1,1,2,1,1,0,1,0,0,0,0,1,,,20,40,,,,,,,40,,,,,,,,610,,98,,30,20,,28,FI,2,12,3,2,0,0,1226.312842,,,,,,1,,,,,,,,,,,
15775_2_9_1,1,11,5,27,1,3,,4,0,0,1,0,0,0,0,120,,,,,,,120,6,2,2,,,0,6,2,2,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,0,1,0,0,0,0,3,4,3,3,,,,3,4,1,,,,,,,,,,,1,1,0,0,0,,2,,1,5,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,3,,,,,,,,,,3,3,1,0,,1,0,1,1,0,1,0,0,1,,,6.9,30,,,,,,,,,,,,,,,811,71.53,,19.9,,,,,FI,2,10,3,2,0,0,1646.676184,,,,,,1,,,,,,,,,,,
15776_2_9_1,1,11,5,27,2,2,4,,0,0,1,0,0,0,0,10,,,,,,,999996,15,2,2,,,1,12,2,1,,,1,1,2,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1,1,0,0,0,,,,,,,,3,4,2,6,6,,,,,,,,,1,1,0,0,0,,1,3,1,5,2,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,1,0,0,0,0,0,3,,,,,,,,,,3,3,1,0,,0,0,0,0,0,0,1,0,1,,,18,43,70.81,,,,,,,,,,,,,,,,,27.58,20,,,,FI,3,2,2,3,1,1,646.3541961,,,,,,3,,,,,,,,,,,
15777_2_9_1,1,11,5,27,1,3,,4,0,0,1,1,0,1,0,60,,,,,,,60,3,1,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,1,0,0,1,1,3,4,,,,,,3,4,2,,,,,1,4,2,3,4,2,1,1,0,0,0,,3,,1,1,2,1,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,1,0,0,0,0,3,,,,,,,,,,3,3,1,0,,1,1,1,1,1,0,0,0,1,,,20,,,,,,,,,,,,,,,,570,,,20,,,65,200,FI,3,10,4,2,0,1,2538.611683,,,,,,2,,,,,,,,,,,
15815_2_9_1,1,11,5,27,1,2,6,,0,0,0,0,0,0,0,30,,,,,,,999996,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,0,1,0,0,0,0,2,4,3,6,,,,3,4,2,,,,,,,,,,,1,1,0,0,0,,1,3,1,5,2,2,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,3,,,,,,,,,,3,4,1,0,,1,0,1,1,0,1,0,0,1,,,,,,,,,,,,,,,,,,,599.44,13.81,,10.02,,,,,FI,3,3,3,2,0,0,1311.604028,,,,,,2,,,,,,,,,,,
15822_2_9_1,1,11,5,27,1,2,4,,0,0,1,0,0,0,1,0,,,,,,,,6,2,2,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,6,999997,,,,,,,,,,,,,,1,1,1,0,0,0,0,1,2,4,2,4,2,4,1,,,,,,,,,,,2,4,1,1,1,0,0,0,,1,3,2,5,2,1,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,3,,,,,,,,,,3,4,1,0,,1,1,1,1,1,1,0,0,1,,,12,,,,,,,,80,,,,,,,,400,15,120,,,,,880,FI,3,2,5,2,0,1,1555.823985,,,,,,3,,,,,,,,,,,
15826_2_9_1,1,11,2,27,2,2,7,,0,0,0,0,0,0,0,37,,,,,,,999996,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,0,1,0,0,0,1,2,4,3,4,,,,3,4,2,,,,,,,,3,4,2,1,1,0,0,0,,1,3,1,5,2,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,4,0,1,0,0,1,0,0,0,0,3,2,1,1,1,1,1,0,1,0,1,0,0,5,,,,,,,,,,,,,,,,,,,340,79.99,,101.6,,,,110,FI,2,3,4,4,2,0,3548.267959,,,,,,3,,,,,,,,,,,
15832_2_9_1,1,11,5,27,2,3,,4,0,0,0,0,0,0,0,52,,,,,,,999996,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,0,1,1,1,,,3,4,3,4,2,3,4,2,,,3,3,1,4,2,,,,1,1,0,0,0,,3,,2,4,2,1,0,0,1,0,1,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,5,0,1,0,1,0,1,0,0,0,3,3,1,0,,1,1,0,1,1,0,0,0,2,,,,,,,,,,,,,,,,,,,,24,30,24,,250,20,,FI,3,10,3,1,,1,1433.886976,,,,,,1,,,,,,,,,,,
15847_2_9_1,1,11,5,27,1,1,,,0,0,1,0,0,0,1,100,,,,,,,999996,1,2,1,,,1,2,2,2,,,1,15,5,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,1,13,1,13,6,999997,,,,,,,,,,1,1,1,1,1,1,0,0,3,4,3,3,3,4,2,,,,3,3,3,6,,,,,,,1,1,1,0,0,1,2,,2,5,2,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,3,,,,,,,,,,2,3,1,0,,1,0,0,0,0,1,0,0,1,,,22.42,50,80,,,,,,100,50,82,,,,,,500,30,50,,289.99,91.39,,,FI,2,7,1,1,,1,278.4396426,,,,,,2,,,,,,,,,,,
15861_2_9_1,1,11,5,27,1,3,,3,0,0,0,0,0,0,0,3,,,,,,,999996,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,0,1,0,0,0,0,,,3,4,,,,3,4,2,,,,,,,,,,,1,0,0,0,0,,2,,2,5,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,4,0,1,0,1,0,0,0,0,0,3,3,1,0,,0,0,0,1,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,102.47,,57.65,,,,,FI,3,7,4,3,1,1,388.28413,,,,,,2,,,,,,,,,,,
15868_2_9_1,1,11,5,27,2,3,,1,1,0,1,0,0,0,0,105,100,5,999997,,,,999996,1,1,,,1,,1,1,,,1,,2,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,0,1,1,0,0,1,3,4,2,6,,,,2,4,2,1,6,,,,,,2,4,2,1,1,0,0,0,,2,,1,5,2,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,,,,,,,,,,3,3,1,1,1,1,1,0,1,0,0,0,0,1,,,29.6,25.4,64.9,,,,,,,,,,,,,,250,127,,62,24,,,400,FI,2,9,3,1,,1,1354.018659,,,,,,3,,,,,,,,,,,
15887_2_9_2,2,4,4,27,2,2,3,,0,0,0,0,0,0,0,10,,,,,,,999996,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,0,1,0,1,2,4,3,4,,,,3,4,1,,,3,1,,,,2,4,1,1,1,0,0,0,,3,,2,5,2,1,1,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,3,,,,,,,,,,3,1,1,1,7,1,1,1,1,0,0,0,0,1,,,,,,,,,,,,,,,,,,,1203,142.49,,5.9,,99,,1203,FI,3,7,4,3,1,0,1790.869629,,,,,,4,,,,,,,,,,,
15890_2_9_1,1,11,6,27,2,2,7,,0,0,1,0,0,1,1,20,,,,,,,999996,15,1,,,0,,3,4,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,4,1,999997,,,,,,,,,,,,1,1,0,1,0,0,1,0,2,4,3,3,,,,2,4,1,,,,,1,2,2,,,,0,1,0,0,0,,2,,2,3,2,1,0,0,1,0,1,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,3,,,,,,,,,,3,2,2,0,,1,0,0,0,0,0,0,0,5,,,20,9.78,,,,,,,60,20,,,,,,,700,50,,100,,,70,,FI,2,3,2,4,2,0,212.9016628,,,,,,4,,,,,,,,,,,
15899_2_9_1,1,11,5,27,1,3,,4,0,0,1,0,0,0,1,20,,,,,,,999996,4,2,1,,,1,1,2,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,999997,,,,,,,,,,,,,,1,0,0,1,0,1,0,1,3,1,,,,,,3,4,1,,,3,1,,,,3,4,1,1,1,1,0,0,3,3,,1,4,3,1,1,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,3,,,,,,,,,,3,1,1,0,,1,1,1,1,0,1,0,0,1,,,34.14,49.75,,,,,,,299,,,,,,,,548.94,,,45,,38,,100,FI,2,11,3,2,0,0,1050.314252,,,,,,1,,,,,,,,,,,
158_2_9_1,1,10,6,27,1,3,,4,0,0,0,0,0,0,1,14,,,,,,,999996,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,6,12,6,999997,,,,,,,,,,,,1,1,1,1,1,0,0,0,2,4,2,4,2,4,2,2,4,2,3,1,,,,,,,,,1,1,0,0,0,,3,,2,5,2,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,0,5,0,0,0,0,0,1,0,0,0,3,4,1,0,,1,0,1,1,1,0,0,0,1,,,,,,,,,,,20,28.35,,,,,,,652.5,111.63,9,27.94,148.08,,,,FI,2,10,3,1,,0,1513.327088,,,,,,4,,,,,,,,,,,
15907_2_9_1,1,11,5,27,2,3,,4,0,1,1,0,0,1,1,15,,,,,,15,999996,4,1,,,1,,9,1,,,1,,14,5,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,1,3,1,999997,,,,,,,,,,,,0,0,0,1,0,0,0,0,,,,,,,,3,4,2,,,,,,,,,,,1,1,1,0,0,3,1,3,3,5,3,2,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0,1,1,0,0,0,0,3,,,,,,,,,,4,1,1,1,4,0,0,1,1,1,1,0,0,1,,,10,2,15.5,,,,,,4,33.5,,,,,,,,,,51.9,,,,,FI,2,9,5,1,,0,710.2396736,,,,,,2,,,,,,,,,,,
15918_2_9_1,1,11,3,27,1,2,2,,0,0,1,0,0,0,0,0,,,,,,,,1,2,2,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,0,1,0,1,0,0,6,4,6,3,,,,6,4,2,,,1,4,,,,,,,1,1,0,0,0,,1,999999,2,5,2,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,1,0,0,0,3,,,,,,,,,,4,3,1,0,,1,0,1,1,0,1,0,0,1,,,15,,,,,,,,,,,,,,,,450,20,,20,,60,,,FI,3,5,4,2,0,1,756.5537489,,,,,,2,,,,,,,,,,,
15922_2_9_1,1,11,7,27,1,1,,,0,0,1,0,0,0,0,1,,,,,,,999996,4,2,2,,,0,4,2,2,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,0,1,1,1,0,1,3,4,3,1,,,,3,4,1,3,6,2,4,,,,,,,1,1,1,0,0,3,1,3,1,4,3,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,3,,,,,,,,,,3,1,3,1,2,1,1,1,1,0,1,0,0,1,,,49.14,17.1,,,,,,,,,,,,,,,148.1,50,,81.1,10,11.9,,,FI,2,8,2,2,1,0,528.9935742,,,,,,1,,,,,,,,,,,
15923_2_9_1,1,11,5,27,2,2,7,,0,0,1,0,0,0,0,35,,,,,,,999996,1,2,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,1,999999,1,999999,1,3,4,,,,,,3,4,1,,,2,4,,,,3,4,1,1,1,0,0,0,,1,3,2,5,3,1,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,,,,,,,,,,3,1,1,1,1,1,1,1,1,1,1,0,0,1,,,100.44,,,,,,,,,,,,,,,,1500,,,19.9,,30,,800,FI,2,9,5,2,0,0,1707.137127,,,,,,1,,,,,,,,,,,
1593_2_9_1,1,10,6,27,1,2,4,,0,0,1,0,0,1,1,280,,,,,,,280,1,2,1,,,1,1,2,2,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,6,999997,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,1,1,0,0,0,,1,3,1,5,2,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,3,,,,,,,,,,3,2,1,0,,0,0,1,1,1,1,0,0,1,,,6.73,25.38,,,,,,,36.97,,,,,,,,,,,,,,,,FI,3,3,5,3,1,1,3850.992313,,,,,,2,,,,,,,,,,,
1595_2_9_2,2,3,5,27,2,2,5,,0,0,0,0,0,0,0,16,,,,,,,999996,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,0,1,0,0,0,0,3,4,3,4,,,,3,4,2,,,,,,,,,,,1,1,0,0,0,,2,,1,4,2,1,1,1,0,1,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,,,,,,,,,,4,2,1,999998,,1,0,0,1,0,0,0,0,1,,,,,,,,,,,,,,,,,,,550.6,22.6,,30.7,,,,,FI,2,9,3,2,0,1,1125.508973,,,,,,2,,,,,,,,,,,
15983_2_9_1,1,11,6,27,2,2,3,,0,0,1,0,0,0,0,0,,,,,,,,2,2,2,,,1,1,2,2,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,0,1,0,0,0,0,2,4,2,4,,,,2,4,1,,,,,,,,,,,1,1,0,0,0,,1,3,2,5,2,1,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,3,,,,,,,,,,3,3,1,0,,1,0,1,1,0,1,0,0,1,,,2.5,30,,,,,,,,,,,,,,,300,50,,20,,,,,FI,2,4,5,2,0,0,1064.318972,,,,,,2,,,,,,,,,,,
